"patient_id","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10"
"AF035541",-0.00675629,-0.000177868,-0.000208913,-0.000432523,-0.00019039,-0.000233682,-0.000256294,-0.000180024,-0.00012657,-0.000162584
"AF035538",-0.00687226,-9.44761e-05,-0.000238409,-0.000454766,-0.000169262,-0.000229632,-0.000172067,-0.000165503,-0.000446979,-0.000477726
"AF035537",-0.00689844,-0.000124509,-0.000305843,-0.000441541,-2.67e-05,-0.000342427,-0.000230712,-0.000215599,-0.000247489,-0.000418123
"AF035535",-0.0068044,-0.000125128,-0.000377022,-0.000494102,-0.000134832,-0.000306763,-0.000244766,-0.000177551,-0.000158046,-0.000415554
"AF035531",-0.00691948,-5.99305e-05,-0.000139097,-0.000461142,-7.18884e-05,-0.000415893,-0.000229563,-0.000181222,-6.64229e-05,-0.000165704
"AF035528",-0.00665224,1.07762e-05,-9.61378e-05,-0.000513565,-0.00019059,-0.00021025,-0.000212258,-0.000287638,-0.000270596,-0.00023493
"AF035489",-0.00675601,-0.000135272,-0.000346724,-0.000457455,-3.71353e-05,-0.000288369,-0.000366264,-0.000213606,-0.000378535,-0.000305549
"AF035479",-0.00451584,-0.000116261,-0.000274485,-0.000166882,-3.21804e-05,-0.000257574,-1.33449e-05,-0.000227413,6.35239e-05,-2.18487e-05
"AF035473",-0.00674321,-1.76042e-05,-0.000157727,-0.000566016,-2.0094e-05,-0.000356584,-0.00025196,-0.000321068,-0.000253387,-0.000343551
"AF035472",-0.00666482,7.80472e-05,-0.000328325,-0.000563914,-7.08021e-05,-0.000435056,-0.000277801,-0.000141428,-0.000222624,-0.000176494
"AF035468",-0.00688211,-3.54657e-05,-0.000316722,-0.000369163,-0.000206931,-0.000252364,-0.000191565,-0.000279394,-0.000304871,-0.000266712
"AF035465",-0.00683232,-5.32101e-05,-0.000190491,-0.000447853,1.26512e-05,-0.000363663,-0.000463256,-3.53612e-05,-0.000440987,-0.000354149
"AF035418",-0.00630145,-1.40209e-05,-0.00022883,-0.000372569,-3.02753e-05,-0.000348047,-0.000118297,-0.000202221,-0.000196319,-3.61284e-05
"AF035415",-0.00698431,-0.00010692,-0.00022568,-0.000476608,-0.000110613,-0.000209154,-0.000211127,-0.000172147,-0.000261781,-0.000247573
"AF035414",-0.0070848,-0.000167676,-0.000266571,-0.000506854,-4.7974e-05,-0.000483722,-0.000286361,-0.000241895,-0.000305267,-0.000253149
"AF035410",-0.00669338,-0.000229556,-0.000342082,-0.000490397,-3.76917e-05,-0.000390894,-0.000287836,-0.000236233,-0.000183415,-0.000243626
"AF035398",-0.00682775,-0.000107142,-0.000225344,-0.000323065,-0.000249213,-0.000181421,-0.000169375,-0.000203301,-9.77976e-05,4.97608e-05
"AF035393",-0.00693662,-0.000124259,-0.000330646,-0.00037688,-0.000160685,-0.000285594,-0.000181877,-0.000194068,-0.000237459,-0.000344156
"AF035391",-0.00681406,-6.61914e-05,-0.000454661,-0.000454553,-7.94901e-05,-0.000304736,-6.02496e-05,-0.000138152,-0.000217735,-0.000238082
"ABB332",-0.00680403,-0.000312412,-0.000271298,-0.000338096,-0.000171883,-0.000227004,-0.000193182,-0.000243386,-0.000165791,-0.000290839
"ABB292",-0.00643152,-0.000207382,-0.000300785,-0.000472702,-5.28061e-05,-0.000443321,-0.000139784,-0.000232307,-0.000222943,-0.000249417
"AF035374",-0.00698256,-0.000156417,-0.000266379,-0.000599401,-0.000118919,-0.000313973,-0.000372754,-0.000269255,-0.000226411,-0.000362664
"AF035372",-0.00705774,-0.000181549,-0.00028454,-0.000531778,-8.90292e-05,-0.000495927,-0.000211188,-0.000191556,-0.00022522,-0.000347173
"AF035369",-0.00706021,-0.000165171,-0.000315535,-0.000527537,-0.000146897,-0.000265038,-0.000264623,-0.000205256,-0.000271204,-0.000221927
"AF035367",-0.0068517,-1.98283e-05,-0.000220853,-0.000533529,-0.000114022,-0.00020598,-0.000213129,-0.000212407,-0.000245069,-0.000348103
"AF035358",-0.00642028,2.79637e-05,-0.000186419,-0.000343825,5.57501e-05,-0.00028652,-0.000310331,-0.000113302,-0.000140902,-0.00011909
"AF035357",-0.00676921,-0.000140275,-0.000552821,-0.00066961,-0.000238119,-0.000309032,-0.000397858,-0.000119187,-0.000255401,-0.000246335
"AF035356",-0.00669687,6.82599e-05,-0.000267221,-0.000408175,-0.0001932,-0.000277425,-0.000317136,-0.000238349,-0.000170268,-0.00028384
"AF035351",-0.00635814,-9.46313e-05,-0.000336732,-0.000264843,9.43518e-05,-0.000321907,-0.000131006,-0.000170356,-9.2616e-05,-0.000129688
"AF035349",-0.00706599,-9.46023e-05,-0.000272366,-0.000521573,-4.13851e-05,-0.000298101,-0.000232278,-0.000233866,-0.000265523,-0.000226954
"AF035346",-0.00686065,-4.47602e-05,-0.000298891,-0.000444816,-5.74471e-05,-0.000283325,-0.000237813,-0.000139856,-0.000147324,-0.000360366
"AF035345",-0.00673132,-2.35883e-06,-0.00020065,-0.000374418,0.000102837,-0.000515506,-0.000119808,-0.000247166,-0.000387407,-0.000270354
"AF034914",-0.00704554,-0.000134817,-0.000323208,-0.000520756,-0.000229948,-0.000355973,-0.000236983,-0.000315507,-0.000193774,-0.000268557
"AF034913",-0.00695939,-7.47197e-05,-0.000246014,-0.000452268,-0.000137004,-0.000321731,-0.000289645,-0.000288408,-0.000282074,-0.000223148
"AF034912",-0.00715145,-8.76673e-05,-0.000244952,-0.000504538,-0.000137267,-0.000410217,-0.000186339,-0.00025888,-0.000185756,-0.000331936
"AF034911",-0.00397669,0.000172813,2.47319e-05,-0.000179492,-0.000177739,-0.000193475,-3.2504e-05,-1.77484e-05,-0.000122314,2.39488e-05
"AF034910",-0.00365844,0.000120604,-2.80327e-05,-0.000163623,0.000757518,-0.000113169,-0.000556144,-0.000775511,-1.51248e-05,-0.000478932
"AF034908",-0.00697996,-0.000101309,-0.000253558,-0.000473489,-9.25461e-05,-0.000378103,-0.000275957,-0.000339884,-0.000275863,-0.000247355
"AF034906",-0.00699886,-0.000293033,-0.000317466,-0.000518939,-0.000159028,-0.000312663,-0.000210428,-0.000202453,-0.000193539,-0.000362672
"AF034905",-0.00704092,-0.000144888,-0.000213626,-0.000473238,-8.70173e-05,-0.000357551,-0.000391767,-0.000342126,-7.9467e-05,-0.000348662
"AF034876",-0.00709905,-0.000143439,-0.00017894,-0.000384882,-0.000112225,-0.000293007,-0.000177836,-0.000311384,-0.000124433,-0.000358699
"AF034438",-0.00682352,-0.000148979,-0.000182328,-0.000419145,-6.95066e-05,-0.000304662,-0.000372461,-0.000308984,-1.93681e-05,-0.000490008
"AF034433",-0.00686099,-0.000221165,-0.000226923,-0.000474994,-0.000101427,-0.000247739,-0.000204637,-0.000117788,-0.000188323,-0.000156954
"AF034424",-0.00325675,0.000593573,0.000612386,-9.31146e-05,0.000628851,-0.00104942,-0.00103016,-0.000976909,-0.00145271,-0.000168623
"AF034423",-0.00676814,-0.000333528,-0.000163726,-0.000344444,-0.000226401,-0.000221384,-0.000265428,-0.000207318,-0.000126195,-0.000155808
"AF034419",-0.00677607,-0.000253487,-0.000278185,-0.000435509,-3.0619e-05,-0.000398285,-0.000215552,-0.000281511,-0.000372844,-0.000233625
"AF034417",-0.00687429,3.61993e-05,-0.00030425,-0.00040433,-0.000149902,-0.000276176,-0.000348906,-0.000194659,-0.000301854,-0.000465727
"AF033621",-0.00677601,-7.01849e-05,-0.000195568,-0.000336956,-0.000126954,-0.000481411,-0.000618212,-0.000170311,-0.000186003,-0.000457056
"AF033617",-0.00532232,-0.000134004,-0.000140067,-0.000153143,-4.24177e-05,-0.000449506,-0.000138761,-0.000140239,-3.17692e-05,-0.000133806
"AF033613",-0.00675135,-0.000112609,-0.000275779,-0.000399337,-0.000130828,-0.000145423,-0.000131494,-0.000180978,-0.000183215,-0.000423391
"AF033611",-0.00704406,-5.52697e-05,-0.00027501,-0.000609348,-8.03139e-05,-0.000241634,-0.000248907,-0.000213841,-8.03505e-05,-0.000292153
"AF033404",-0.00625473,-0.000174592,-0.000207554,-0.000317035,-0.000133658,-0.000275643,-0.000219407,-0.000121221,-0.000163751,-0.000366911
"AF033395",-0.00167934,0.000580228,0.000322588,-0.000226837,0.000174641,0.000269935,-0.000391949,-6.07696e-05,7.83512e-05,3.93118e-05
"AF033392",-0.00693429,-0.000288946,-0.000355136,-0.000455105,-0.00014838,-0.000389269,-0.000243714,-3.86803e-05,-0.000219519,-0.000179555
"AF033383",-0.00704926,-9.94089e-05,-0.000120215,-0.000469898,-9.43892e-05,-0.000331809,-0.000247527,-0.000268849,-0.000163065,-0.000422428
"AF033381",-0.00670236,-0.000137159,-0.000104507,-0.000510691,-7.09254e-05,-0.00024292,-0.000198353,-0.000266071,-0.00011326,-0.000397968
"AF033377",-0.00640769,3.14858e-05,-0.000213081,-0.000372456,-0.000168076,-3.43723e-05,-0.000255703,-0.000418374,-0.000128536,-0.00042371
"AF033208",-0.00670727,-0.000118333,-0.000246901,-0.000363212,-0.000147313,-0.000391136,-2.04036e-05,-0.000190515,-4.19098e-05,-0.000262603
"AF033198",-0.00689878,-6.04743e-06,-0.000196788,-0.00049076,-0.000114808,-0.000281564,-0.000164581,-0.000154895,-0.000196984,-0.000400677
"AF033188",-0.00602747,-5.48458e-05,-0.000194092,-0.000204539,-0.000252029,-0.000457666,-0.00016856,-0.000302866,-0.000280804,-0.000238861
"AF033184",-0.00433306,0.000475361,-0.000367869,-0.000460013,-0.000182284,0.000290364,-8.85602e-05,-0.000226795,6.81084e-05,-0.000227118
"AF032599",-0.00686995,-0.000166686,-0.000245108,-0.000432227,-0.000177269,-0.000178306,-0.000185868,-0.000184578,-0.000151949,-0.000215135
"ABB287",-0.00651414,-7.32096e-05,-0.000175024,-0.000348929,-4.23302e-05,-0.000180735,-7.26174e-05,-6.37632e-05,-0.000154637,-0.00026301
"AF032590",-0.00702398,-0.000263747,-0.00012123,-0.000432196,-5.09122e-05,-0.000307199,-0.000214451,-7.21982e-05,-0.000267752,-0.000280511
"AF032433",-0.00663517,-0.000388563,-0.000379185,-0.000420861,-9.22428e-05,-0.000425018,-0.000354878,-0.000132584,-0.000117413,-0.000295176
"AF032425",-0.00696734,-0.000118154,-0.000334473,-0.000488901,1.49848e-05,-0.000438177,-0.000140458,-7.44471e-05,-0.000234093,-0.000326797
"AF032421",-0.00685209,-1.55499e-05,-0.00023741,-0.000392246,-0.000220599,-0.00029588,-0.000192599,-0.000223646,-0.000126711,-0.000452988
"AF032411",-0.00701444,-6.52024e-05,-0.000267679,-0.000414924,-0.000164856,-0.00025655,-0.000312511,-0.000354438,-0.000195854,-0.000391259
"AF032408",-0.00649405,-0.00016292,-0.000247315,-0.000413468,2.77263e-05,-0.000365846,-8.13901e-05,-0.000257205,-0.000266392,-0.000283937
"AF032397",-0.00669741,-4.59089e-05,-0.000224714,-0.000412971,-0.000212345,-0.000244249,-0.000130934,-0.000218525,-0.00016616,-0.000308426
"AF032384",-0.00697728,-0.000186111,-0.000237749,-0.000458298,-0.000194313,-0.00023229,-0.000204599,-0.000213556,-0.000159381,-0.000319837
"AF032375",-0.00633308,-0.000340023,-0.000166844,-0.00059963,-0.000354845,-0.000272268,-0.000233075,0.000236119,-9.43873e-07,-0.000527826
"AF032371",-0.00696769,-0.000141083,-0.000252914,-0.000388933,-6.92397e-05,-0.000438938,-9.77996e-05,-0.000241285,-0.000169662,-0.000315241
"AF032368",-0.00678328,-0.000121881,-0.00015643,-0.000437782,-0.000108036,-0.000287104,-0.000238406,-0.000144421,-0.000114113,-0.000232635
"AF032366",-0.00681112,-1.48706e-05,-0.000178488,-0.00054405,-0.000167561,-0.000208215,-0.000226254,-0.000178617,-0.000203827,-0.000549179
"AF032293",-0.0068755,-2.59367e-05,-0.000226811,-0.000485242,-8.86215e-05,-0.000268226,-9.0637e-05,-0.000246415,-0.000275674,-0.000283933
"ABB378",-0.00934789,-0.000733508,-0.00105059,-0.00141128,-0.000387048,-0.000574588,-0.00102453,-0.000451353,0.000109048,-0.000612967
"ABB370",-0.0108979,-0.00063208,-0.00083203,-0.000700765,-0.000255251,-0.000323452,-0.000411502,-0.00042432,-0.000583102,-0.000240016
"ABB367",-0.00909024,-0.0012001,-0.000726612,-0.000815998,-0.000587373,9.61426e-05,-0.000299769,-0.000269618,-0.000676221,-0.000810451
"ABB361",-0.00569505,0.000323125,0.000244774,0.000413262,0.000246611,0.000449965,0.000363038,0.000351309,0.000295546,0.000327151
"ABB354",-0.00468585,0.000601132,0.000195222,0.000490821,0.000153301,0.000751651,0.000318542,0.000243712,0.000303593,0.000394572
"ABB352",-0.00337937,0.00058695,-5.6696e-05,0.000653455,0.000380454,0.000743461,0.000701609,0.00041439,0.00044843,0.000687385
"ABB343",-0.00550211,0.000245863,0.00018199,0.000275775,0.000176843,0.000603568,0.000445488,0.000293105,0.00033861,0.000484892
"ABB340",-0.00574003,0.000407868,0.0001201,0.000189662,0.000119678,0.000421029,0.00036995,0.000254097,0.000223872,0.000538992
"ABB337",-0.00520848,0.000492028,0.00027435,0.000509981,0.000282613,0.000608365,0.000126381,5.22077e-05,0.00024221,0.000433673
"ABB336",-0.00553717,0.000352758,0.000204431,0.000319147,0.000158897,0.00057973,0.000200193,0.000308715,0.000413777,0.000519421
"ABB311",-0.00563495,0.000353605,0.000178279,0.000431761,0.000187329,0.000418115,0.000312159,0.000216184,0.000287956,0.00036556
"ABB254",-0.00487774,0.0003685,0.000235934,0.00055771,5.1727e-05,0.000544287,0.000261363,0.000370398,0.000260217,0.000608276
"ABB248",-0.00278456,0.000427951,0.000405648,0.000845636,0.000243755,0.000692505,0.0005523,0.00035655,0.000259218,0.000683341
"ABB244",-0.00523175,0.000199746,0.000302798,0.000541596,5.54831e-05,0.000458992,0.000490658,0.000210908,0.000333872,0.000471489
"ABB243",-0.00552492,0.000580403,-0.000186722,0.000304135,9.30525e-05,0.000443661,0.000189314,0.000454917,0.000246795,0.00029332
"ABB236",-0.00444206,0.000630446,0.000215951,0.000692414,6.86631e-05,0.000563128,0.000341745,0.000546254,0.000231272,0.000487082
"ABB227",-0.00591743,0.000260922,0.000112603,0.00036182,0.000123676,0.000571819,0.000258979,0.000226313,0.000336137,0.000489457
"ABB223",-0.00484582,0.000271126,0.000153566,0.000646685,0.000164845,0.000501435,0.000301047,0.000435167,0.000404987,0.000540234
"ABB220",-0.00565128,0.000272776,0.000169261,0.00049405,-3.51112e-05,0.000597376,0.000437953,6.38444e-05,0.000346256,0.000519556
"ABB215",-0.00538442,0.000425469,0.000152221,0.000445113,0.000109448,0.000428627,0.000361548,8.47696e-05,7.24056e-05,0.000644926
"ABB213",-0.00559726,0.00048422,0.000240515,0.000387996,0.000152805,0.000514748,0.000360704,0.000100972,0.000291627,0.00049485
"ABB192",-0.00517798,0.000572577,0.000266198,0.000410799,0.000120371,0.000532734,0.00028475,0.000195186,0.00027413,0.000429839
"ABB188",-0.00546945,0.000570313,0.000342504,0.000243317,-7.39272e-06,0.000335973,0.000362257,0.000308625,0.00023265,0.000387746
"ABB148",-0.0055976,0.000534572,0.000175641,0.000488152,-8.69148e-05,0.000417619,0.000292246,0.000316448,0.000274141,0.000440888
"ABB142",-0.00553574,0.000485309,0.000268471,0.000375128,0.00019232,0.000529057,0.000376848,8.5924e-05,0.000324137,0.000401422
"ABB141",-0.00410965,0.000575214,0.000322784,0.000670153,4.18466e-05,0.000462647,0.000619901,0.000402532,0.000393259,0.000478748
"ABB134",-0.0101429,-0.000171099,-0.000615108,-0.000781457,-0.000478629,-0.00110101,-0.000379116,-0.000279427,-2.44246e-05,-0.00104539
"ABB130",-0.00956956,-0.000113007,-0.000369898,-0.00118545,-0.0004246,-0.00099848,-0.000261226,-0.000142541,-0.00032757,-0.00123387
"ABB127",-0.0113343,-0.000570331,-0.000921955,-0.00149617,-0.000169807,-0.000122975,-0.000425156,-0.000769736,-0.000772637,-0.000432686
"ABB126",-0.0110973,-0.00101729,-0.000730259,-0.000881772,3.86969e-05,-0.000599147,-0.00100741,-0.000453536,-0.00079457,-0.000331622
"ABB124",-0.0111123,-0.000269451,-0.000620204,-0.000916645,-0.000178779,-0.0011117,-0.000574986,-0.00048637,-0.000837988,-0.00107929
"ABB111",-0.00584069,0.00046775,0.000138342,0.000340222,0.000102222,0.000449336,0.000268899,0.000111803,0.00017924,0.000414591
"ABB110",-0.00551915,0.000319673,0.000159281,0.00041837,-4.96729e-05,0.000455253,0.00022344,0.000342662,0.000227805,0.000549366
"ABB109",-0.00580068,0.000361582,0.000195112,0.000306474,-2.38543e-05,0.000439714,0.000396609,0.000371333,0.000213758,0.000556125
"ABB090",-0.00558456,0.00046652,0.000280222,0.000375335,0.000155372,0.000525157,0.00031345,0.000366426,0.000261117,0.000323383
"ABB089",-0.00540996,0.000422914,0.000250581,0.000309607,0.000199867,0.000426729,0.000300425,0.000414189,0.000110602,0.000470089
"ABB081",0.0400989,0.00533438,0.00526984,0.0039511,-0.00142076,0.00437118,0.00449323,0.00291346,0.0020749,0.00319658
"ABB068",-0.0057199,0.00036863,0.000205794,0.000309141,0.000180387,0.000528152,0.000316404,0.000167315,0.000252494,0.000418635
"ABB060",-0.0106571,0.000155976,-0.000133251,-0.000845269,-0.000210564,-0.000998397,-0.00104405,-0.000817286,0.000290718,-0.000744105
"AB000058",-0.00479157,6.11407e-05,0.000225204,0.000390573,0.000118633,0.000404602,0.000396902,0.000473775,0.000254739,0.000540538
"ABB050",-0.00519491,0.000634639,0.00015777,0.000377199,0.000120657,0.000450713,0.000386075,0.000363823,0.000361937,0.00047767
"ABB043",-0.00977727,-0.000303075,-0.00023917,-0.000646847,-3.56505e-05,-0.000919886,-0.00117359,-0.000832742,-0.000357091,-0.000791686
"ABB039",-0.00554312,0.000487833,0.000298772,0.000299663,0.000186847,0.000387265,0.000427961,0.000433429,0.000202517,0.000458752
"ABB022",-0.00545554,0.000405364,0.00027174,0.000493511,8.45333e-05,0.000329829,0.000465842,0.00053901,0.000290241,0.000489355
"ABB021",-0.00413261,0.000221603,0.000194794,0.000102933,0.000211134,0.000687367,0.000398232,0.000445027,0.000406015,0.000850963
"AB000011",-0.00575128,0.000426949,0.000257084,0.000423988,6.95433e-05,0.000385496,0.000263279,0.000193714,0.000378835,0.000461944
"ABB002",-0.00546857,0.000469654,0.000221779,0.000399851,4.09039e-06,0.000580922,0.000288088,0.000126694,0.000232554,0.000588106
"AB00280",-0.0060789,-0.000253967,-0.00022248,-0.000334039,8.68635e-05,-9.37755e-05,-5.15296e-05,-0.00022956,-0.000148599,-8.14338e-05
"AAA008",0.0125953,-2.37399e-05,-0.000296088,-0.000255692,3.46735e-05,-2.57803e-05,-0.000193031,-0.000213161,-0.000118137,0.000290609
"AAA007",0.012845,-1.0025e-06,-0.000481728,-0.000159948,-3.52907e-05,4.64781e-05,-0.000394611,-0.000251693,-8.52853e-05,0.000555419
"AB397",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABB001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABB156",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AF035397",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AF035823",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AF037662",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AF037663",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S06-058",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S01-038",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S01-074",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S01-097",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S02-103",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S02-173",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S03-001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S03-018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S03-211",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S03-213",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S04-033",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S04-103",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S04-151",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S05-027",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S05-054",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S05-060",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S05-091",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S05-161",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S06-064",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S06-082",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S06-107",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S06-117",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S07-034",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S08-006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S08-025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S08-028",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S08-045",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S09-050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S09-051",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S09-054",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S10-068",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S10-071",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S10-073",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S10-076",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S10-077",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
